timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
217310177,0,0.0,-0.0,0.0,-0.0,0.0,-1.0,0.0,0.0
217517732,0,0.0,-0.0,0.0,-0.0,0.0,-1.0,0.0,0.0
217787722,0,0.0,-0.0,0.0,-0.0,0.0,-1.0,0.0,0.0
217892772,0,0.0,-0.0,0.0,-0.0,0.0,-1.0,0.0,0.0
217915298,0,0.0,-0.0,0.0,-0.0,0.0,-1.0,0.0,0.0
217997737,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
218060328,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
218165277,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
218207757,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
218330563,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
218650344,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
218960317,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
219270346,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
219582861,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
219895420,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
220207933,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
220522961,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
220585508,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
220667999,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
220982989,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
221300520,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
221610553,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
221925605,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
222238094,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
222538116,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
222848157,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
223163166,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
223482610,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
223790733,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
224095740,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
224265788,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
224288298,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
224353261,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
224668376,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
224970829,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
225280857,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
225590920,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
225905915,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
226113559,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
226158421,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
226200922,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
226511101,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
226808482,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
226828473,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
227080995,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
227101009,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
227226011,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
227291019,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
227603544,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
227911078,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
228146108,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
228208642,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
228523729,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
228836166,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
229148773,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
229466218,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
229771262,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
230083805,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
230396358,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
230713812,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
231028836,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
231343887,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
231658893,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
231976501,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
232293974,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
232601484,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
232683989,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
232704029,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
233016522,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
233246542,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
233269091,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
233581574,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
233901622,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
234116773,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
234136624,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
234451699,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
234641663,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
234661670,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
234976697,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
235296728,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
235614315,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
235919293,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
236234312,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
236549341,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
236864382,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
237176891,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
237239453,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
237489424,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
237672000,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
237984473,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
238299487,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
238614656,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
238932081,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
239244588,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
239557105,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
239872264,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
240187171,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
240504706,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
240824198,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
241129777,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
241444959,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
241754878,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
242067559,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
242377386,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
242694913,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
243009921,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
243309973,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
243624979,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
243940028,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
244260239,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
244567576,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
244877603,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
245190155,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
245500161,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
245817691,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
246125257,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
246427744,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
246745332,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
247060371,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
247372846,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
247672869,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
247980386,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
248297954,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
248608126,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
248922981,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
249238018,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
249555554,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
249863072,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
250170598,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
250483336,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
250798158,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
251113200,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
251430746,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
251750747,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
252052741,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
252358362,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
252673335,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
252980866,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
253300889,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
253615942,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
253925969,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
254243520,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
254563519,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
254878575,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
255186214,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
255501436,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
255813634,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
256130567,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
256443859,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
256761244,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
257071271,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
257386281,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
257701322,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
258013947,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
258326564,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
258643921,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
258951589,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
259266494,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
259479003,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
259521770,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
259706533,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
259726506,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
259791539,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
259814018,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
260129064,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
260274109,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
260591593,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
260894142,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
261213423,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
261499232,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
261621761,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
261941865,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
262251793,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
262564311,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
262872107,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
262914372,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
262956842,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
263271872,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
263441894,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
263484437,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
263674409,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
263719416,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
263824437,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
263909424,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
264221963,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
264537066,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
264839523,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
265147074,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
265454569,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
265562098,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
265602106,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
265662107,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
265764692,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
265847103,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
266162200,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
266472233,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
266579774,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
266889739,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
267099820,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
267122252,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
267429767,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
267747297,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
267929833,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
268097481,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
268414963,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
268729898,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
268797406,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
268822413,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
269137424,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
269302627,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
269354454,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
269497464,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
269517461,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
269822513,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
269892516,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
269937505,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
270002535,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
270152674,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
270307695,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
270364479,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
270507761,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
270592639,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
270912745,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
271232656,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
271547661,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
271632699,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
271652693,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
271692704,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
271847694,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
271927887,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
271972820,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
272112751,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
272317903,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
272367743,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
272652771,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
272672775,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
272927907,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
272952802,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
273257967,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
273567910,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
273627892,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
273672877,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
273912918,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
273932949,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
274247985,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
274562975,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
274868133,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
275188443,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
275513084,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
275823098,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
276078133,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
276223140,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
276403431,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
276573170,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
276858214,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
276943299,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
277213556,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
277273238,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
277588274,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
277608530,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
277818299,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
277883320,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
278013495,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
278033446,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
278143519,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
278463355,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
278763385,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
279068455,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
279373480,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
279398491,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
279583520,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
279668584,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
279988523,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
280073521,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
280203529,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
280318553,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
